field_id,latitude,longitude,year,season_number,season_start,season_end,season_length_days,yield_kg_ha,ndvi_peak,ndvi_mean,ndvi_auc,ndvi_slope_mid,precip_cum,rh_mean,gdd_cum,solar_cum,water_stress_index
field_41.5000_-99.7000,41.5,-99.7,2019,1,25-05-2019,01-11-2019,160,7475.486200245261,0.927,0.6252745341614907,1606.0367999999999,0.014656666666666669,532.9300000000001,70.57826086956521,1457.6599999999999,3162.84,0.17800456746781892
field_41.5000_-99.7000,41.5,-99.7,2020,1,24-05-2020,31-10-2020,160,7098.680518945963,0.8502,0.6001950310559007,1542.1200000000001,0.0022199999999999998,240.02,57.784099378882,1669.4199999999998,3357.9300000000003,0.2743989838612193
field_41.5000_-99.7000,41.5,-99.7,2021,1,25-05-2021,16-10-2021,144,7355.305946939865,0.9044,0.6026779310344828,1394.1432,0.009149999999999998,278.70000000000005,58.244206896551724,1766.46,3096.72,0.30815007387713045
field_41.5000_-99.7000,41.5,-99.7,2022,1,25-05-2022,16-10-2022,144,7361.095149811821,0.7673,0.5171786206896553,1195.8904000000002,-0.00321,212.62,49.63517241379311,1888.19,3196.33,0.3856521684185493
field_41.5000_-99.7000,41.5,-99.7,2023,1,25-05-2023,16-10-2023,144,7069.661918274386,0.9259,0.5926386206896552,1370.5536,0.006633333333333332,379.31,58.84427586206897,1729.6,3064.7599999999993,0.2993591685105033
field_41.5000_-99.7000,41.5,-99.7,2024,1,24-05-2024,31-10-2024,160,7900.601262601247,0.8888,0.597275155279503,1534.0752,0.004783333333333332,262.5,55.544782608695655,1820.4299999999998,3282.12,0.3143232376991628
field_41.5000_-99.7000,41.5,-99.7,2025,1,14-07-2025,13-08-2025,30,5338.5636819600495,0.8932,0.8755225806451612,420.51599999999996,0,99.91000000000001,67.82387096774194,444.98999999999995,-327.65,0.261211351161984
field_42.0000_-93.6000,42,-93.6,2014,1,14-04-2014,10-11-2014,210,8048.905079790462,0.8445,0.7439616113744074,2503.3296,0.000583333333333332,816.1700000000001,76.29559241706161,1565.33,3625.7099999999996,0.13260575141843178
field_42.0000_-93.6000,42,-93.6,2015,1,07-04-2015,15-10-2015,191,7746.255599456046,0.8871,0.789384375,2413.7248,-0.001386667,773.55,75.23812500000001,1666.62,3662.9800000000005,0.15299012696397563
field_42.0000_-93.6000,42,-93.6,2016,1,25-02-2016,22-09-2016,210,8600.599681003074,0.8635,0.7538075829383887,2534.2,0.0037066666666666693,694.51,77.05981042654028,1703.21,4021.35,0.1286440893151547
field_42.0000_-93.6000,42,-93.6,2017,1,13-03-2017,09-10-2017,210,8427.716705369574,0.8569,0.7729791469194311,2599.2727999999997,-0.0005,577.95,67.55919431279621,1880.9499999999998,3974.08,0.1965097960805013
field_42.0000_-93.6000,42,-93.6,2018,1,07-04-2018,15-10-2018,191,7901.735163781654,0.8454,0.7605848958333333,2327.62,0.00023000000000000058,847.24,75.04421875,1866.0299999999997,3596.8,0.1575684632080078
field_42.0000_-93.6000,42,-93.6,2019,1,07-04-2019,15-10-2019,191,8408.903706912726,0.8731,0.7856291666666668,2403.5008000000007,-2.33E-05,720.8,80.09296875,1655.72,3446.13,0.12092588342285158
field_42.0000_-93.6000,42,-93.6,2020,1,12-03-2020,08-10-2020,210,8691.364434848987,0.8616,0.7507995260663507,2524.6576,0.001983333333333333,489.99,70.99161137440758,1750.93,3992.59,0.16645590811527147
field_42.0000_-93.6000,42,-93.6,2021,1,13-03-2021,09-10-2021,210,8117.039521917218,0.8293,0.7090360189573459,2384.5872,0.007703333333333332,439.71,64.81526066350712,2060.86,4074.2800000000007,0.22301232824060552
field_42.0000_-93.6000,42,-93.6,2022,1,30-04-2022,26-11-2022,210,8608.658291630643,0.8488,0.7025644549763033,2363.1144,-0.00197,465.57000000000005,64.15327014218009,1930.76,3779.42,0.21373994929583798
field_42.0000_-93.6000,42,-93.6,2023,1,13-03-2023,09-10-2023,210,8281.965314849953,0.8627,0.7085142180094786,2382.9831999999997,0.0057533333333333325,404.97,62.842511848341225,2006.29,4164.820000000001,0.22837356161811287
field_42.0000_-93.6000,42,-93.6,2024,1,28-03-2024,24-10-2024,210,8489.54998156729,0.8681,0.7411725118483413,2493.472,-0.002916667,630.6700000000001,65.34308056872038,1985.33,4074.5,0.22136573471620138
field_42.0000_-93.6000,42,-93.6,2025,1,14-07-2025,13-08-2025,30,4896.90569847791,0.8066,0.7766999999999998,372.6599999999999,0,181.24,83.61000000000001,423.29,-350.99,0.12923250645161274
field_44.3000_-89.8000,44.3,-89.8,2014,1,07-04-2014,31-10-2014,207,8624.277591492735,0.7672,0.63278125,2097.7976,0.005903333333333334,811.04,80.11769230769231,1120.19,3522.11,0.09375240918392502
field_44.3000_-89.8000,44.3,-89.8,2015,1,07-04-2015,31-10-2015,207,8600.602852269754,0.794,0.6726427884615384,2230.0280000000002,0.004586666666666669,705.29,76.13600961538462,1247.91,3745.74,0.1215705862726516
field_44.3000_-89.8000,44.3,-89.8,2016,1,13-04-2016,09-11-2016,210,8887.243250438343,0.8219,0.7101853080568722,2388.9752,0.0003466666666666655,758.28,80.33445497630332,1371.83,3737.1400000000003,0.10417954511953163
field_44.3000_-89.8000,44.3,-89.8,2017,1,14-04-2017,10-11-2017,210,8534.792311819885,0.8183,0.7199052132701423,2420.7552000000005,0.003633333333333333,732.2600000000001,80.89791469194314,1170.33,3603.6000000000004,0.09128895621841372
field_44.3000_-89.8000,44.3,-89.8,2018,1,29-03-2018,25-10-2018,210,8469.468055405488,0.8266,0.6734620853080567,2267.7991999999995,0.0022933333333333326,862.26,78.54881516587677,1414.55,3727.2000000000003,0.10447540329282813
field_44.3000_-89.8000,44.3,-89.8,2019,1,29-03-2019,25-10-2019,210,8178.1811562817065,0.8513,0.7176573459715638,2413.7992,0.0030866666666666672,893.0999999999999,82.66203791469195,1175.8600000000001,3522.1799999999994,0.08197952710930416
field_44.3000_-89.8000,44.3,-89.8,2020,1,28-03-2020,24-10-2020,210,7954.061138516568,0.8555,0.7143919431279621,2402.5984,0.0057566666666666695,696.17,80.96928909952607,1197.54,3838.17,0.08811459661433181
field_44.3000_-89.8000,44.3,-89.8,2021,1,14-04-2021,10-11-2021,210,8631.118138851045,0.8379,0.7097753554502371,2387.5216,0.0018499999999999999,686.3799999999999,77.5885308056872,1402.6599999999999,3690.9700000000003,0.11715108700313714
field_44.3000_-89.8000,44.3,-89.8,2022,1,29-03-2022,25-10-2022,210,8761.077623117497,0.8372,0.7028184834123223,2364.436,0.0023800000000000006,635.79,75.46331753554502,1318.02,3652.04,0.1208100191729746
field_44.3000_-89.8000,44.3,-89.8,2023,1,07-04-2023,15-10-2023,191,8144.161894716564,0.8297,0.7490614583333333,2291.3279999999995,0.0025566666666666663,483.01,73.30125,1442.3,3513.01,0.14891598628472225
field_44.3000_-89.8000,44.3,-89.8,2024,1,12-03-2024,08-10-2024,210,8256.768441076647,0.8462,0.7336905213270142,2466.1408,0.00679,827.3700000000001,75.33123222748816,1342.72,3808.8100000000004,0.12377291174277308
field_44.3000_-89.8000,44.3,-89.8,2025,1,14-07-2025,13-08-2025,30,4572.841665590041,0.879,0.8470967741935487,406.4400000000001,0,191.38,80.63064516129035,362.56000000000006,-365.64,0.1400758418314254
field_40.3000_-88.9000,40.3,-88.9,2014,1,09-05-2014,01-11-2014,176,8222.752601275784,0.9267,0.6000937853107344,1695.0919999999999,-0.001066667,662.57,77.10593220338983,1601.23,3237.65,0.14359581849085515
field_40.3000_-88.9000,40.3,-88.9,2015,1,23-04-2015,29-09-2015,159,7914.926935423451,0.8969,0.6408225,1633.2735999999998,0.00979,704.6499999999999,78.94156249999999,1654.05,3148.87,0.14229230090494802
field_40.3000_-88.9000,40.3,-88.9,2016,1,13-04-2016,09-11-2016,210,8906.477644154937,0.8889,0.547963981042654,1845.1152,0.008180000000000002,773.81,80.00161137440756,1987.3,3917.4799999999996,0.12887429207190632
field_40.3000_-88.9000,40.3,-88.9,2017,1,23-04-2017,17-11-2017,208,8796.735408562967,0.8872,0.4980229665071771,1660.2928000000002,0.017646666666666668,659.85,73.19334928229665,1838.78,3850.39,0.16147137835901196
field_40.3000_-88.9000,40.3,-88.9,2018,1,07-04-2018,30-09-2018,176,7642.400968080428,0.9086,0.5867084745762713,1657.3136000000002,0.007739999999999999,544.83,76.23581920903955,1937.69,3567.0699999999997,0.1621178092395757
field_40.3000_-88.9000,40.3,-88.9,2019,1,23-04-2019,01-11-2019,192,8036.349354453823,0.9114,0.5419590673575129,1668.9424,0.012790000000000001,752.1299999999999,79.77818652849741,1815.6999999999998,3493.26,0.128551360478581
field_40.3000_-88.9000,40.3,-88.9,2020,1,13-04-2020,09-11-2020,210,8434.691445287333,0.8859,0.5400454976303317,1818.636,0.014086666666666667,632.01,75.36364928909953,1744.0100000000002,3914.1,0.14482866019256826
field_40.3000_-88.9000,40.3,-88.9,2021,1,07-04-2021,15-10-2021,191,7938.03188360745,0.8927,0.58466875,1790.4832000000001,0.014666666666666666,755.5,76.26838541666667,1890.1499999999999,3595.61,0.15537697838360817
field_40.3000_-88.9000,40.3,-88.9,2022,1,23-04-2022,01-11-2022,192,7889.198413445358,0.8881,0.6202108808290154,1910.8079999999998,0.008556666666666667,527.0400000000001,71.58963730569948,1853.2000000000003,3629.41,0.18343918587523605
field_40.3000_-88.9000,40.3,-88.9,2023,1,09-05-2023,17-11-2023,192,7977.510983404495,0.8977,0.5773295336787565,1778.4752,0.00914666666666667,485.23,67.82336787564766,1844.47,3520.0699999999997,0.20567703377808802
field_40.3000_-88.9000,40.3,-88.9,2024,1,13-04-2024,09-11-2024,210,8400.921224579719,0.8924,0.6291734597156399,2116.8216,0.011670000000000003,659.8000000000001,69.11255924170617,2038.5300000000002,4040.2799999999997,0.20094597991210134
field_40.3000_-88.9000,40.3,-88.9,2025,1,14-07-2025,13-08-2025,30,5441.310568941048,0.9264,0.906293548387097,434.91600000000005,0,129.69999999999996,78.22903225806452,464.10999999999996,-370.13,0.1812163853624696
field_39.0000_-95.7000,39,-95.7,2014,1,07-04-2014,31-10-2014,207,8806.492152561632,0.6037,0.4864197115384616,1612.6408,-0.005486667,715.0699999999999,68.0510576923077,2216.6,4069.02,0.21833722852255918
field_39.0000_-95.7000,39,-95.7,2015,1,11-05-2015,10-07-2015,60,5135.894000065495,0.559,0.5213327868852459,500.69280000000003,0.0017900000000000027,430.92,80.38459016393443,678.9499999999999,1199.98,0.13816001370599298
field_39.0000_-95.7000,39,-95.7,2016,1,15-05-2016,11-12-2016,210,8338.88223725364,0.5588,0.4674706161137441,1571.6752,0.004046666666666665,746.9,76.96388625592418,2146.54,3705.41,0.14798537758660696
field_39.0000_-95.7000,39,-95.7,2017,1,29-03-2017,25-10-2017,210,8448.989236468244,0.5819,0.47906966824644553,1610.9744,0.0030433333333333332,868.1700000000001,70.70488151658768,2227.3,4223.91,0.199757998200849
field_39.0000_-95.7000,39,-95.7,2018,1,07-04-2018,31-10-2018,207,8137.15851389896,0.5571,0.44496105769230776,1475.2376000000006,-0.001076667,714.6400000000001,68.88177884615385,2467.68,4020.3700000000003,0.22260150210105392
field_39.0000_-95.7000,39,-95.7,2019,1,16-05-2019,12-12-2019,210,8259.314491912097,0.5769,0.47526587677725124,1597.1760000000002,0.000990000000000002,919.33,81.53473933649288,1904.5,3628.6699999999996,0.10678813211143812
field_39.0000_-95.7000,39,-95.7,2020,1,25-02-2020,22-09-2020,210,8255.391955585428,0.5836,0.4564516587677726,1534.7584000000002,0.0008200000000000003,680.43,76.32336492890995,1912.56,4128.73,0.14367640468842416
field_39.0000_-95.7000,39,-95.7,2021,1,14-04-2021,10-11-2021,210,8291.483176209058,0.5467,0.46602085308056873,1567.3072,-0.000196667,779.02,72.47090047393365,2276.49,3975.3899999999994,0.18838558563674065
field_39.0000_-95.7000,39,-95.7,2022,1,07-04-2022,01-11-2022,208,8503.308790478486,0.5872,0.4412698564593301,1470.5295999999998,-0.006136667,598.43,63.42502392344498,2395.6600000000003,4176.94,0.2588948306586387
field_39.0000_-95.7000,39,-95.7,2023,1,09-02-2023,07-09-2023,210,8773.78150668709,0.5479,0.3789293838862559,1274.3239999999998,0.004746666666666667,488.96000000000004,64.66336492890996,2060.12,4264.91,0.21457431978017863
field_39.0000_-95.7000,39,-95.7,2024,1,25-02-2024,22-09-2024,210,8561.481572542392,0.5703,0.4338530805687204,1459.5120000000002,0.0014566666666666673,670.6099999999999,66.72981042654028,2227.26,4331.76,0.22252816227772665
field_39.0000_-95.7000,39,-95.7,2025,1,14-07-2025,13-08-2025,30,5087.4592977747425,0.5932,0.5049838709677418,241.93199999999996,0,157.12000000000003,77.20838709677419,493.69,-412.37,0.1969611975719737
field_35.2000_-90.0000,35.2,-90,2014,1,29-03-2014,25-10-2014,210,8112.13960270223,0.7729,0.6757336492890994,2271.1128,0.003410000000000002,810.27,74.87563981042653,2562.79,4178.49,0.18506810108488136
field_35.2000_-90.0000,35.2,-90,2015,1,29-03-2015,25-10-2015,210,8359.142051111716,0.7511,0.6978592417061611,2345.8736,0.001056666666666665,642.25,71.21421800947869,2799.04,4165.9,0.22323669522247921
field_35.2000_-90.0000,35.2,-90,2016,1,25-02-2016,22-09-2016,210,8336.528864792896,0.7437,0.6728398104265403,2262.0456000000004,0.0003433333333333362,877.22,75.72549763033174,2626.58,4292.379999999999,0.18018966943839249
field_35.2000_-90.0000,35.2,-90,2017,1,09-02-2017,07-09-2017,210,8217.234840592333,0.7728,0.686568720379147,2308.2624000000005,0.004143333333333332,840.04,73.9860663507109,2380.54,4159.85,0.1812151988065557
field_35.2000_-90.0000,35.2,-90,2018,1,25-02-2018,23-09-2018,210,8586.687828361302,0.7531,0.6781369668246446,2279.6335999999997,0.0007133333333333325,873.1700000000001,76.07374407582937,2575.53,4210.09,0.17428368632031344
field_35.2000_-90.0000,35.2,-90,2019,1,25-02-2019,23-09-2019,210,8091.878223356966,0.7589,0.6831862559241707,2297.7984,0.0005466666666666694,865.37,76.54582938388624,2561.1299999999997,4254.69,0.1696325668740595
field_35.2000_-90.0000,35.2,-90,2020,1,12-03-2020,08-10-2020,210,8726.378848923292,0.7642,0.7104255924170615,2388.3223999999996,0.0007066666666666665,959.78,77.27739336492891,2493.95,4130.26,0.16477264099563502
field_35.2000_-90.0000,35.2,-90,2021,1,13-03-2021,09-10-2021,210,8189.854526511851,0.799,0.6997867298578201,2352.8512,0.00041333333333333223,924.51,76.39649289099526,2596.51,4231.599999999999,0.17490907245868992
field_35.2000_-90.0000,35.2,-90,2022,1,29-03-2022,25-10-2022,210,8329.156418261888,0.7269,0.6703080568720382,2253.3320000000003,0.0003499999999999985,664.1699999999998,67.79213270142179,2815.3599999999997,4362.85,0.2498323052492083
field_35.2000_-90.0000,35.2,-90,2023,1,29-03-2023,25-10-2023,210,8693.871797601854,0.7795,0.6997701421800947,2351.9887999999996,0.0010199999999999988,594.08,68.04123222748815,2809.77,4315.88,0.24836657923227246
field_35.2000_-90.0000,35.2,-90,2024,1,09-02-2024,06-09-2024,210,8916.513909494486,0.7496,0.6391142180094785,2149.1976,0.0014966666666666646,675.89,71.43184834123223,2527.61,4115.98,0.20658564683632444
field_35.2000_-90.0000,35.2,-90,2025,1,14-07-2025,13-08-2025,30,4992.452341199178,0.7291,0.7255129032258062,348.29999999999995,0,54.25,72.52354838709678,564.66,-305.83,0.2584145501907734
field_33.5000_-86.8000,33.5,-86.8,2014,1,27-05-2014,26-07-2014,60,4995.590101916083,0.3776,0.34186885245901627,327.7615999999999,-0.003743333,224.64000000000001,80.48606557377047,904.02,1317.8600000000001,0.16144528415300566
field_33.5000_-86.8000,33.5,-86.8,2015,1,12-06-2015,11-08-2015,60,5516.426500742604,0.3768,0.3566885245901639,342.3456,-5.33E-05,229.79,75.23672131147543,1059.1100000000001,1383.15,0.2258613994087609
field_33.5000_-86.8000,33.5,-86.8,2016,1,06-04-2016,15-10-2016,192,8393.06881006005,0.4609,0.35856580310880826,1102.5664000000002,-3.33E-05,458.65,70.11036269430052,2795.04,4116.67,0.24390666761523802
field_33.5000_-86.8000,33.5,-86.8,2017,1,23-04-2017,01-11-2017,192,7951.419577821072,0.397,0.3352533678756477,1029.6552,-0.00338,892.75,76.89492227979275,2472.77,3749.7999999999993,0.17536474653637224
field_33.5000_-86.8000,33.5,-86.8,2018,1,09-04-2018,08-06-2018,60,5250.750022584044,0.4202,0.3644540983606558,349.6136000000001,-0.00069,290.40999999999997,77.59819672131148,637.3999999999999,1362.64,0.15215108924124332
field_33.5000_-86.8000,33.5,-86.8,2019,1,09-04-2019,08-06-2019,60,5202.664290009493,0.3316,0.3256065573770492,312.60480000000007,-8.33E-05,234.76000000000002,79.23704918032789,685.7299999999999,1371.1999999999998,0.14701190309056691
field_33.5000_-86.8000,33.5,-86.8,2020,1,30-08-2020,29-10-2020,60,5195.757359567609,0.369,0.3247131147540983,311.70799999999997,0.0014000000000000013,216.14999999999998,72.04016393442625,710.52,949.3499999999999,0.2017569547612648
field_33.5000_-86.8000,33.5,-86.8,2021,1,25-04-2021,24-06-2021,60,5501.8610248672685,0.4051,0.36913114754098364,354.27920000000006,0.0003933333333333344,317.3,79.35655737704919,703.6,1302.55,0.14818156409567315
field_33.5000_-86.8000,33.5,-86.8,2022,1,07-04-2022,13-08-2022,128,7067.102745144343,0.5936,0.3738124031007751,766.5447999999999,0.0031233333333333334,466.89,75.39953488372093,1807.98,2939.01,0.19668294345291754
field_33.5000_-86.8000,33.5,-86.8,2023,1,09-04-2023,08-06-2023,60,5169.391343241323,0.4005,0.3548770491803277,340.0167999999999,-0.005426667,157.62,78.09442622950817,564.44,1328.68,0.1405835085192154
field_33.5000_-86.8000,33.5,-86.8,2024,1,24-04-2024,23-06-2024,60,5447.494324151142,0.4783,0.3987131147540983,382.14239999999995,-0.006383333,159.45000000000002,73.06278688524588,861.0099999999999,1369.87,0.2165295620980024
field_33.5000_-86.8000,33.5,-86.8,2025,1,14-07-2025,13-08-2025,30,5320.381491430237,0.3873,0.3696741935483873,177.70800000000008,0,113.81,77.67548387096775,530.8999999999999,-417.3,0.20185683454734643
field_30.3000_-91.9000,30.3,-91.9,2014,1,14-04-2014,10-11-2014,210,8521.11302707563,0.8017,0.6912000000000001,2323.8192000000004,0.0037666666666666664,894.3200000000002,80.0116587677725,2900.27,4223.55,0.1581519871686022
field_30.3000_-91.9000,30.3,-91.9,2015,1,14-07-2015,12-09-2015,60,5408.771215965372,0.7668,0.716072131147541,687.7040000000001,0.0035600000000000002,173.13,76.6249180327869,1089.21,1333.5600000000002,0.2170446613634327
field_30.3000_-91.9000,30.3,-91.9,2016,1,12-03-2016,08-10-2016,210,8416.735857512529,0.8199,0.6861587677725117,2306.3712,0.002356666666666666,1225.31,83.10279620853078,3026.21,4132.1900000000005,0.13702137419569818
field_30.3000_-91.9000,30.3,-91.9,2017,1,29-03-2017,25-10-2017,210,8575.292706416107,0.757,0.6862658767772515,2306.3952000000004,-0.000266667,1191.23,82.36014218009478,2990.26,4156,0.14212932266121606
field_30.3000_-91.9000,30.3,-91.9,2018,1,29-03-2018,25-10-2018,210,9063.075063150225,0.7122,0.6578796208530805,2210.0271999999995,0.00032000000000000176,798.72,77.4690047393365,3219.7200000000003,4294.68,0.18969959001819361
field_30.3000_-91.9000,30.3,-91.9,2019,1,13-03-2019,09-10-2019,210,8504.388237134877,0.7357,0.6777545023696683,2277.7024,-0.001316667,1025.5,81.20881516587677,3036.87,4369.620000000001,0.15274294364457228
field_30.3000_-91.9000,30.3,-91.9,2020,1,28-03-2020,24-10-2020,210,8139.768771972508,0.7742,0.6888521327014219,2314.7032,0.002056666666666666,1074.07,80.98587677725116,3004.87,4250.9800000000005,0.1536410244049626
field_30.3000_-91.9000,30.3,-91.9,2021,1,28-06-2021,27-08-2021,60,5233.508377774727,0.6912,0.6491786885245904,623.0312000000001,-0.000343333,316.51,84.2911475409836,1044.3899999999999,1251.5700000000002,0.14201403508017563
field_30.3000_-91.9000,30.3,-91.9,2022,1,13-03-2022,09-10-2022,210,8600.57559141019,0.7262,0.656239336492891,2205.832,0.0010133333333333327,902.87,77.21189573459716,3114.5499999999997,4415.1,0.1879665800281514
field_30.3000_-91.9000,30.3,-91.9,2023,1,24-01-2023,22-08-2023,210,8961.24446643583,0.734,0.6459914691943128,2172.4352,0.007046666666666668,698.71,77.3611374407583,2795.9,4134.26,0.17365438158771515
field_30.3000_-91.9000,30.3,-91.9,2024,1,08-01-2024,05-08-2024,210,8815.668855404576,0.7355,0.638460663507109,2145.9096,0.003516666666666664,1097.08,83.46175355450237,2305.71,3708.8500000000004,0.11298705281327917
field_30.3000_-91.9000,30.3,-91.9,2025,1,14-07-2025,13-08-2025,30,4895.570021045309,0.7493,0.7227387096774198,346.7760000000002,0,171.45000000000005,78.95967741935483,571.8800000000001,-377.85,0.19951655567117593
field_36.2000_-86.7000,36.2,-86.7,2014,1,29-03-2014,25-10-2014,210,8669.036381542148,0.8983,0.7955436018957345,2675.2816,0.0006599999999999976,794.4999999999999,75.49630331753555,2350.58,4097.5,0.17205775796590372
field_36.2000_-86.7000,36.2,-86.7,2015,1,14-04-2015,10-11-2015,210,8483.124567273208,0.877,0.7820222748815167,2628.6872000000003,0.0021400000000000013,714.75,76.92943127962084,2373.3,3890.09,0.1633086471036141
field_36.2000_-86.7000,36.2,-86.7,2016,1,25-02-2016,22-09-2016,210,8923.756787515353,0.8995,0.7662459715639809,2576.4384,0.004143333333333332,734.69,77.25023696682464,2333.0499999999997,4187.41,0.15704272834542501
field_36.2000_-86.7000,36.2,-86.7,2017,1,13-03-2017,09-10-2017,210,8388.559574753459,0.9243,0.8099194312796208,2723.5616,0.00131,930.1099999999999,76.44526066350711,2363.2200000000003,4168.58,0.1647830770160898
field_36.2000_-86.7000,36.2,-86.7,2018,1,13-03-2018,09-10-2018,210,8718.154596204215,0.9417,0.8012644549763032,2694.5951999999997,0.0025999999999999986,787.83,78.98203791469194,2499.9300000000003,4071.78,0.1502409086932759
field_36.2000_-86.7000,36.2,-86.7,2019,1,09-02-2019,07-09-2019,210,8697.981741759406,0.9092,0.7466663507109005,2510.3256000000006,0.010363333333333336,976.55,79.35056872037916,2069.95,4023.5799999999995,0.12958317355555052
field_36.2000_-86.7000,36.2,-86.7,2020,1,25-02-2020,22-09-2020,210,8541.72675675291,0.8875,0.7387701421800947,2484.0904,0.003943333333333332,990.76,80.39957345971563,2087.95,3987.2300000000005,0.1276093046524862
field_36.2000_-86.7000,36.2,-86.7,2021,1,09-02-2021,07-09-2021,210,8499.919838834869,0.9082,0.7485236966824643,2517.4919999999997,0.008850000000000002,1054.1,79.43639810426541,1947.73,3951.46,0.12414568075290311
field_36.2000_-86.7000,36.2,-86.7,2022,1,29-03-2022,25-10-2022,210,8783.268726914099,0.8942,0.7879227488151659,2651.3968,-0.000263333,682.7199999999999,71.55379146919431,2442.1899999999996,4272.45,0.2032596193257115
field_36.2000_-86.7000,36.2,-86.7,2023,1,25-02-2023,23-09-2023,210,8860.695299178515,0.8874,0.7801777251184833,2623.728,0.0008533333333333356,738.2700000000001,74.72549763033174,2170.3900000000003,4101.17,0.16761147595965953
field_36.2000_-86.7000,36.2,-86.7,2024,1,28-03-2024,24-10-2024,210,8680.807275313462,0.8807,0.7934843601895736,2667.9904,0.0027266666666666663,713.6100000000001,70.05199052132701,2598.46,4170.17,0.22216833843729175
field_36.2000_-86.7000,36.2,-86.7,2025,1,28-06-2025,13-08-2025,46,5337.668639209776,0.9017,0.8540404255319147,628.2751999999998,-0.0037,146.41999999999996,77.50617021276595,778.62,-26.32,0.1991932322619586
